상품명,카테고리,가격,행사 정보,중량,칼로리,탄수화물,단백질,지방,나트륨,편의점 코드,이미지 주소
치즈쿠키,과자,500,,100,514,63,7,26,240,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2200000045775.jpg
치킨마요덮밥,식품,3900,,393,709,110,29,17,1395,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809453267112.jpg
치킨크림리조또,즉석요리,6500,,230,445,43,8,27,920,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801771028192.jpg
칠성사이다제로355ml,음료,1900,2+1,355,0,6,0,0,9,3,https://www.7-eleven.co.kr/upload/product/8801056/177645.1.jpg
칠성사이다제로500ml,음료,2200,2+1,500,0,8,0,0,12,3,https://www.7-eleven.co.kr/upload/product/8801056/177584.1.jpg
칠성사이다제로500ml,음료,2200,2+1,500,0,8,0,0,12,1,https://image.woodongs.com/imgsvr/item/GD_8801056177584_004.jpg
조지아카페라떼,음료,1300,2+1,240,119,24,2,1.7,112,1,https://image.woodongs.com/imgsvr/item/GD_8801094513009_014.jpg
델라페카페라떼,음료,1500,,230,70,9,4,1.8,130,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805489003014.jpg
투썸카페라떼,음료,2800,2+1,335,170,11,8,4.7,90,1,https://image.woodongs.com/imgsvr/item/GD_8809350888984_003.jpg
할리스카페라떼,음료,2900,2+1,354,103,6,5,3.6,72,1,https://image.woodongs.com/imgsvr/item/GD_8809286693713_002.jpg
이디야카페라떼,음료,2900,2+1,300,180,26,4.8,6,130,3,https://www.7-eleven.co.kr/upload/product/8809388/463917.1.jpg
카프레제샐러드,식품,6600,,250,120.59,5.92,6.25,7.99,185.49,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665560681.jpg
칸타타아메리카노200ml,음료,1500,2+1,200,30,8,0,0,40,3,https://www.7-eleven.co.kr/upload/product/8801056/048150.1.jpg
칸타타아메리카노275ml,음료,2500,2+1,275,50,12,1,0,85,3,https://www.7-eleven.co.kr/upload/product/8801056/018900.1.jpg
칸타타아메리카노390ml,음료,2900,,390,75,18,1.4,0,130,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801056080457.jpg
칸타타프리미엄라떼200ml,음료,1500,2+1,200,120,24,3,1.5,155,3,https://www.7-eleven.co.kr/upload/product/8801056/048129.1.jpg
칸타타프리미엄라떼275ml,음료,2500,2+1,275,120,48,6,3,155,3,https://www.7-eleven.co.kr/upload/product/8801056/026769.1.jpg
커브크로와상,간편식사,1200,,350,236,27,5,12,305,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/2200000113351.jpg
커피우유,식품,1800,2+1,300,195,29,8,5.4,120,1,https://image.woodongs.com/imgsvr/item/GD_8801115135708_002.jpg
커피우유,식품,1800,2+1,300,195,29,8,5.4,120,3,https://www.7-eleven.co.kr/upload/product/8801115/135708.1.jpg
컨디션CEO,음료,10000,2+1,150,120,28,2,0,20,1,https://image.woodongs.com/imgsvr/item/GD_8809422040876_005.jpg
컨디션CEO,음료,10000,2+1,150,120,28,2,0,20,3,https://www.7-eleven.co.kr/upload/product/8809422/040876.1.jpg
콘칩70g,과자,1500,,70,381,44,4,21,120,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801111611312.jpg
콘칩148g,과자,3000,,148,781,94.7,7.4,41.4,240.8,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801111922517.jpg
콘푸로스트컵,간편식사,1900,2+1,30,116,87,5.5,0.8,135,1,https://image.woodongs.com/imgsvr/item/GD_8801083333304_001.jpg
콘푸로스트230g,간편식사,3500,2+1,230,881,661.2,41.8,6.08,"1,026",3,https://www.7-eleven.co.kr/upload/product/8801083/362304.1.jpg
콘푸로스트230g,간편식사,3500,,230,881,661.2,41.8,6.08,"1,026",2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801083362304.jpg
콤비네이션피자415g,간편식사,8900,2+1,415,1130,136,48,44,2310,4,https://www.emart24.co.kr/image/NDQ5Njk=
콥샐러드,식품,6600,,168,220,18,13,11,448,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809665560346.jpg
콰트로타워버거,식품,2700,,210,50,52,13,27,1480,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068396782.jpg
쿠키앤크림케이크,간편식사,3800,,580,365,0,5,0,150,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809495143269.jpg
쿠키오,아이스크림,2200,2+1,130,195,27,3,8,140,1,https://image.woodongs.com/imgsvr/item/GD_8801118251405_408.jpg
쿠키오,아이스크림,2200,2+1,130,195,27,3,8,140,3,https://www.7-eleven.co.kr/upload/product/8801118/251405.1.jpg
쿨피스복숭아450ml,음료,900,,450,170,41,1,0,75,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155411114.jpg
쿨피스복숭아930ml,음료,1500,,930,350,82,2,0,154.5,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801155418113.jpg
크랩가득유부초밥,식품,3700,,250,459,67,14,15,1082,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809383954694.jpg
크런키더블크런치바,과자,1000,2+1,500,105,11,2,6,20,4,https://www.emart24.co.kr/image/NDUxODg=
크런키더블크런치바,과자,1000,,500,105,11,2,6,20,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062640782.jpg
크림웨하스,과자,900,,56,255,34,3,12,95,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019313325.jpg
크림치즈호두단팥빵,간편식사,1700,,130,420,65,9,13,300,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809273374052.jpg
키커바,과자,1000,2+1,30,166,17,2,10,40,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801111905299.jpg
키커바,과자,1000,2+1,30,166,17,2,10,40,3,https://www.7-eleven.co.kr/upload/product/8801111/905299.1.jpg
키커바,과자,1000,2+1,30,166,17,2,10,40,4,https://www.emart24.co.kr/image/NDUxNTA=
키커바,과자,1000,2+1,30,166,17,2,10,40,1,https://image.woodongs.com/imgsvr/item/GD_8801111905299.jpg
킨더부에노,과자,1700,2+1,129,573.6,64,11,49,140,1,https://image.woodongs.com/imgsvr/item/GD_8000500066027_001.jpg
킨더부에노,과자,1700,,129,573.6,64,11,49,140,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8000500066027.jpg
킨더해피히포21g,과자,900,2+1,21,123,11.1,1.4,8,22,4,https://www.emart24.co.kr/image/NDUyMjQ=
킨더해피히포21g,과자,900,2+1,21,123,11.1,1.4,8,22,1,https://image.woodongs.com/imgsvr/item/GD_80176732_002.jpg
킨더해피히포21g,과자,900,2+1,21,123,11.1,1.4,8,22,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/0000080176732.jpg
킨더해피히포104g,과자,4000,,104,615,55.5,7,40,110,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8000500023624.jpg
타트체리,음료,1800,,2100,36,10,0.1,0,3.4,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350885730.jpg
테이크얼라이브망고,음료,2500,1+1,120,55,12,0,0.9,40,4,https://www.emart24.co.kr/image/NDQwMjg=
테이크얼라이브망고,음료,2500,1+1,120,55,12,0,0.9,40,1,https://image.woodongs.com/imgsvr/item/GD_8801155740061_001.JPG
테이크얼라이브망고,음료,2500,2+1,120,55,12,0,0.9,40,3,https://www.7-eleven.co.kr/upload/product/8801155/740061.1.jpg
테이크얼라이브스위티자몽,음료,2500,1+1,120,55,12,0,0.8,30,4,https://www.emart24.co.kr/image/NDQwMjU=
테이크얼라이브스위티자몽,음료,2500,2+1,120,55,12,0,0.8,30,3,https://www.7-eleven.co.kr/upload/product/8801155/740054.1.jpg
토닉워터300ml,음료,1600,2+1,300,128,31,0,0.5,5,3,https://www.7-eleven.co.kr/upload/product/8801001/236076.1.jpg
토닉워터300ml,음료,1600,2+1,300,128,31,0,0.5,5,1,https://image.woodongs.com/imgsvr/item/GD_8801001236076_077.jpg
토닉워터600ml,음료,2500,2+1,600,256,62,0,1,10,1,https://image.woodongs.com/imgsvr/item/GD_8801001236199_001.jpg
통계란샐러드콘감자,식품,2900,,162,415,10,10,37,610,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8805684003611.jpg
통밀햄,식품,3300,,180,329,33,20,13,1240,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809895799349.jpg
통밤단팥빵,간편식사,1700,,130,390,14,8,8,240,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809273374045.jpg
투유우유초콜릿,과자,1500,2+1,60,341,33,5,21,40,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801117479701.jpg
투유우유초콜릿,과자,1500,2+1,60,341,33,5,21,40,4,https://www.emart24.co.kr/image/NDUxNzE=
트롤리사우어옥토퍼스,과자,2500,2+1,100,324,76,4.9,0,100,3,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg
트롤리사우어옥토퍼스,과자,2500,2+1,100,324,76,4.9,0,100,1,https://image.woodongs.com/imgsvr/item/GD_8436036186258_006.jpg
트리플불고기치즈버거,식품,2700,,220,698,48,23,46,1660,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801068381801.jpg
팔도비빔칩시그니처,과자,1500,,80,398,53,6,18,611,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809695256196.jpg
펩시콜라355ml,음료,1900,2+1,355,160,40,0,0,4,3,https://www.7-eleven.co.kr/upload/product/8801056/150013.1.jpg
펩시콜라600ml,음료,2000,2+1,600,270,66,0,0,15,3,https://www.7-eleven.co.kr/upload/product/8801056/193010.1.jpg
펩시콜라600ml,음료,2000,1+1,600,270,66,0,0,15,1,https://image.woodongs.com/imgsvr/item/GD_8801056193010_013.jpg
포카칩오리지널66g,과자,1700,,66,337,34,4,25,250,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801117760106.jpg
포카칩오리지널110g,과자,3400,,110,561,57,7,42,417,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801117760205.jpg
포켓치킨데리야끼맛,즉석요리,3900,,180,405,35,28,17,1060,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809015225048.jpg
포켓치킨양념치킨맛,즉석요리,3900,,180,485,40,23,26,960,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809015225055.jpg
폴라포포도,아이스크림,1800,1+1,120,70,17,0,0.4,35,1,https://image.woodongs.com/imgsvr/item/GD_8809713220048_004.jpg
폴라포포도,아이스크림,1800,2+1,120,70,17,0,0.4,35,3,https://www.7-eleven.co.kr/upload/product/8809713/220048.1.jpg
폴라포포도,아이스크림,1800,1+1,120,70,17,0,0.4,35,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809713220048.jpg
피크닉샌드위치,식품,5900,,186,475,54,11,23,780,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809895799301.jpg
하리보메가룰렛,과자,1100,,1800,340,77,7,0.5,30,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/4001686372586.jpg
하리보메가룰렛,과자,1100,2+1,1800,340,77,7,0.5,30,1,https://image.woodongs.com/imgsvr/item/GD_4001686372586_001.jpg
한뿌리홍삼대보,음료,5000,1+1,960,30,8,0,0,5,4,https://www.emart24.co.kr/image/NDQwNTY=
한뿌리홍삼대보,음료,5000,2+1,960,30,8,0,0,5,3,https://www.7-eleven.co.kr/upload/product/8801007/955551.1.jpg
한뿌리홍삼대보,음료,5000,1+1,960,30,8,0,0,5,1,https://image.woodongs.com/imgsvr/item/GD_8801007955551_001.jpg
한컵순대곱창,즉석요리,5500,,331.5,169,30,4,3.4,551,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809266251216.jpg
한판모둠순대,즉석요리,5500,,300,181,26,9,4.6,353,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809266251452.jpg
핫식스,음료,1500,1+1,250,120,30,0,0,70,1,https://image.woodongs.com/imgsvr/item/GD_8801056038861_865.jpg
핫식스,음료,1500,2+1,250,120,30,0,0,70,3,https://www.7-eleven.co.kr/upload/product/8801056/038861.1.jpg
핫식스더킹파워,음료,2200,2+1,355,170,42,0,0,105,3,https://www.7-eleven.co.kr/upload/product/8801056/098834.1.jpg
핫식스더킹파워,음료,2200,2+1,355,170,42,0,0,105,1,https://image.woodongs.com/imgsvr/item/GD_8801056098834_004.jpg
핫식스더킹포스,음료,2200,2+1,355,12,1,0,1,180,3,https://www.7-eleven.co.kr/upload/product/8801056/171032.1.jpg
핫식스더킹포스,음료,2200,2+1,355,12,1,0,1,180,1,https://image.woodongs.com/imgsvr/item/GD_8801056171032_002.jpg
해물누룽지탕,즉석요리,4900,,1000,55.23,3.69,2.22,3.5,420.22,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801284278879.jpg
해초비빔밥,즉석요리,4900,,200,305,68,6,1.3,550,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809367692772.jpg
핵짱셔요콜라,과자,1200,,50,155,37,2,0,10,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801062885428.jpg
핵짱셔요콜라,과자,1200,2+1,50,155,37,2,0,10,1,https://image.woodongs.com/imgsvr/item/GD_8801062885428_001.jpg
핵짱셔요콜라,과자,1200,2+1,50,155,37,2,0,10,4,https://www.emart24.co.kr/image/NDUxNzY=
핵짱셔요콜라,과자,1200,2+1,50,155,37,2,0,10,3,https://www.7-eleven.co.kr/upload/product/8801062/885428.1.jpg
햄에그치즈,식품,3300,,200,424,42,18,20,987,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809802268609.jpg
cj햇반,즉석요리,2100,2+1,210,315,70,5,1.5,15,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007310572.jpg
cj햇반,즉석요리,2100,2+1,210,315,70,5,1.5,15,4,https://www.emart24.co.kr/image/NDUzMDg=
cj햇반매일잡곡밥,즉석요리,2800,2+1,210,315,71,6,0.9,30,1,https://image.woodongs.com/imgsvr/item/GD_8801007684543_003.jpg
cj햇반매일잡곡밥,즉석요리,2800,2+1,210,315,71,6,0.9,30,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007684543.jpg
cj햇반매일잡곡밥,즉석요리,2900,2+1,210,315,71,6,0.9,30,4,https://www.emart24.co.kr/image/NDUzMTA=
cj햇반발아현미밥,즉석요리,2800,2+1,210,290,66,5,0.9,20,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007010410.jpg
cj햇반발아현미밥,즉석요리,2900,2+1,210,290,66,5,0.9,20,4,https://www.emart24.co.kr/image/NDUzMTM=
cj햇반현미쌀밥,즉석요리,2800,,210,305,68,6,1.1,5,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007860459.jpg
cj햇반현미쌀밥,즉석요리,2900,2+1,210,305,68,6,1.1,5,4,https://www.emart24.co.kr/image/NDUzMTI=
cj햇반흑미밥,즉석요리,2800,2+1,210,310,70,6,0.7,10,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801007038780.jpg
cj햇반흑미밥,즉석요리,2900,2+1,210,310,70,6,0.7,10,4,https://www.emart24.co.kr/image/NDUzMTE=
허니리코타치즈샐러드,식품,4800,,240,250,42,4.6,7,580,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809148599016.jpg
허니버터칩60g,과자,1700,,60,345,30,2,24,200,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019606540.jpg
허니버터칩120g,과자,3400,,120,690,60,4,48,400,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019606557.jpg
허쉬초콜릿칩쿠키,과자,2500,2+1,480,2141,347.57,30.96,69.7,1853.28,4,https://www.emart24.co.kr/image/NDUyNTE=
허쉬초콜릿칩쿠키,과자,2500,2+1,480,2141,347.57,30.96,69.7,1853.28,1,https://image.woodongs.com/imgsvr/item/GD_8809256675404_002.jpg
허쉬초콜릿칩쿠키,과자,2500,2+1,480,2141,347.57,30.96,69.7,1853.28,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809256675404.jpg
헛개땡큐골드,음료,5000,1+1,100,43,10,0,0.3,45,4,https://www.emart24.co.kr/image/NDQwNTg=
헛개땡큐골드,음료,5000,1+1,100,43,10,0,0.3,45,1,https://image.woodongs.com/imgsvr/item/GD_8809125061857_001.jpg
후렌치파이딸기,과자,4200,2+1,192,130,16,1,6,60,4,https://www.emart24.co.kr/image/NDUyMzU=
후렌치파이딸기,과자,4200,2+1,192,130,16,1,6,60,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019307133.jpg
후렌치파이사과,과자,4200,2+1,192,65,8,1,3,30,4,https://www.emart24.co.kr/image/NDUyMzI=
후렌치파이사과,과자,4200,2+1,192,65,8,1,3,30,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801019307140.jpg
후렌치파이사과,과자,4200,2+1,192,65,8,1,3,30,3,https://www.7-eleven.co.kr/upload/product/8801019/307140.1.jpg
흑임자우유,식품,1800,,750,63,8,2,2.6,55,2,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8809350881183.jpg
코카콜라250ml,음료,1700,,250,112,27,0,0,1,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094013004.jpg
코카콜라500ml,음료,2300,,500,224,54,0,0,2,5,http://cdn2.bgfretail.com/bgfbrand/files/product/5ED4673A0D7C47689870677C71FAB0ED.jpg
코카콜라제로250ml,음료,1700,2+1,250,0,0,0,0,19,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094023027.jpg
코카콜라제로355ml,음료,2000,1+1,355,0,0,0,0,27,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094083205.jpg
코카콜라제로500ml,음료,2300,2+1,500,0,0,0,0,38,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094082604.jpg
파워에이드240ml,음료,1200,,240,24,6,0,0,127,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094363000.jpg
파워에이드600ml,음료,2200,,600,60,15,0,0,317,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094362706.jpg
파워에이드제로600ml,음료,2200,,600,4,1,0,0,357,5,https://tqklhszfkvzk6518638.cdn.ntruss.com/product/8801094212728.jpg
파워에이드1.5L,음료,3400,,1500,150,37.5,0,0,786,5,http://cdn2.bgfretail.com/bgfbrand/files/product/8801094362409.jpg
